Election,Election Date,Precinct Code,Precinct Description,Political Party,Voter Count
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2214,PHILA WD 22 DIV 14,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2214,PHILA WD 22 DIV 14,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2215,PHILA WD 22 DIV 15,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2215,PHILA WD 22 DIV 15,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2215,PHILA WD 22 DIV 15,DEMOCRATIC,219
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2216,PHILA WD 22 DIV 16,DEMOCRATIC,189
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2216,PHILA WD 22 DIV 16,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2216,PHILA WD 22 DIV 16,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2216,PHILA WD 22 DIV 16,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2217,PHILA WD 22 DIV 17,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2217,PHILA WD 22 DIV 17,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2217,PHILA WD 22 DIV 17,DEMOCRATIC,240
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2217,PHILA WD 22 DIV 17,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2217,PHILA WD 22 DIV 17,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2217,PHILA WD 22 DIV 17,NO PARTY,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2218,PHILA WD 22 DIV 18,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2218,PHILA WD 22 DIV 18,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2218,PHILA WD 22 DIV 18,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2218,PHILA WD 22 DIV 18,DEMOCRATIC,219
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2218,PHILA WD 22 DIV 18,NO PARTY,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2219,PHILA WD 22 DIV 19,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2219,PHILA WD 22 DIV 19,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2219,PHILA WD 22 DIV 19,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2219,PHILA WD 22 DIV 19,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2219,PHILA WD 22 DIV 19,DEMOCRATIC,234
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2220,PHILA WD 22 DIV 20,DEMOCRATIC,165
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2220,PHILA WD 22 DIV 20,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2220,PHILA WD 22 DIV 20,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2221,PHILA WD 22 DIV 21,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2221,PHILA WD 22 DIV 21,DEMOCRATIC,196
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2221,PHILA WD 22 DIV 21,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2221,PHILA WD 22 DIV 21,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2221,PHILA WD 22 DIV 21,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2222,PHILA WD 22 DIV 22,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2222,PHILA WD 22 DIV 22,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2222,PHILA WD 22 DIV 22,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2222,PHILA WD 22 DIV 22,DEMOCRATIC,181
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2223,PHILA WD 22 DIV 23,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2223,PHILA WD 22 DIV 23,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2223,PHILA WD 22 DIV 23,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2223,PHILA WD 22 DIV 23,DEMOCRATIC,230
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2223,PHILA WD 22 DIV 23,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2223,PHILA WD 22 DIV 23,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2224,PHILA WD 22 DIV 24,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2224,PHILA WD 22 DIV 24,DEMOCRATIC,277
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2224,PHILA WD 22 DIV 24,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2224,PHILA WD 22 DIV 24,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2224,PHILA WD 22 DIV 24,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2225,PHILA WD 22 DIV 25,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2225,PHILA WD 22 DIV 25,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2225,PHILA WD 22 DIV 25,DEMOCRATIC,177
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2226,PHILA WD 22 DIV 26,DEMOCRATIC,226
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2226,PHILA WD 22 DIV 26,INDEPENDENT DEMOCRAT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2226,PHILA WD 22 DIV 26,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2226,PHILA WD 22 DIV 26,REPUBLICAN,9
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2227,PHILA WD 22 DIV 27,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2227,PHILA WD 22 DIV 27,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2227,PHILA WD 22 DIV 27,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2227,PHILA WD 22 DIV 27,DEMOCRATIC,268
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2228,PHILA WD 22 DIV 28,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2228,PHILA WD 22 DIV 28,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2228,PHILA WD 22 DIV 28,DEMOCRATIC,212
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2229,PHILA WD 22 DIV 29,OPEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2229,PHILA WD 22 DIV 29,DEMOCRATIC,266
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2229,PHILA WD 22 DIV 29,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2301,PHILA WD 23 DIV 01,DEMOCRATIC,67
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2301,PHILA WD 23 DIV 01,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2301,PHILA WD 23 DIV 01,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2302,PHILA WD 23 DIV 02,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2302,PHILA WD 23 DIV 02,DEMOCRATIC,84
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2302,PHILA WD 23 DIV 02,OTHER,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2302,PHILA WD 23 DIV 02,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2303,PHILA WD 23 DIV 03,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2303,PHILA WD 23 DIV 03,DEMOCRATIC,57
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2303,PHILA WD 23 DIV 03,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2303,PHILA WD 23 DIV 03,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2303,PHILA WD 23 DIV 03,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2304,PHILA WD 23 DIV 04,DEMOCRATIC,121
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2304,PHILA WD 23 DIV 04,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2304,PHILA WD 23 DIV 04,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2304,PHILA WD 23 DIV 04,REPUBLICAN,15
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2305,PHILA WD 23 DIV 05,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2305,PHILA WD 23 DIV 05,DEMOCRATIC,70
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2305,PHILA WD 23 DIV 05,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2305,PHILA WD 23 DIV 05,REPUBLICAN,11
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2306,PHILA WD 23 DIV 06,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2306,PHILA WD 23 DIV 06,DEMOCRATIC,85
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2306,PHILA WD 23 DIV 06,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2306,PHILA WD 23 DIV 06,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2307,PHILA WD 23 DIV 07,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2307,PHILA WD 23 DIV 07,DEMOCRATIC,119
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2307,PHILA WD 23 DIV 07,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2308,PHILA WD 23 DIV 08,REPUBLICAN,15
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2308,PHILA WD 23 DIV 08,DEMOCRATIC,133
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2308,PHILA WD 23 DIV 08,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2308,PHILA WD 23 DIV 08,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2309,PHILA WD 23 DIV 09,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2309,PHILA WD 23 DIV 09,DEMOCRATIC,145
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2309,PHILA WD 23 DIV 09,REPUBLICAN,28
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2310,PHILA WD 23 DIV 10,DEMOCRATIC,240
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2310,PHILA WD 23 DIV 10,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2310,PHILA WD 23 DIV 10,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2310,PHILA WD 23 DIV 10,REPUBLICAN,29
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2310,PHILA WD 23 DIV 10,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2310,PHILA WD 23 DIV 10,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2311,PHILA WD 23 DIV 11,DEMOCRATIC,111
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2311,PHILA WD 23 DIV 11,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2311,PHILA WD 23 DIV 11,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2311,PHILA WD 23 DIV 11,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2311,PHILA WD 23 DIV 11,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2312,PHILA WD 23 DIV 12,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2312,PHILA WD 23 DIV 12,DEMOCRATIC,92
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2312,PHILA WD 23 DIV 12,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2312,PHILA WD 23 DIV 12,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2313,PHILA WD 23 DIV 13,INDEPENDENT,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2313,PHILA WD 23 DIV 13,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2313,PHILA WD 23 DIV 13,DEMOCRATIC,206
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2313,PHILA WD 23 DIV 13,REPUBLICAN,20
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2314,PHILA WD 23 DIV 14,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2314,PHILA WD 23 DIV 14,REPUBLICAN,26
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2314,PHILA WD 23 DIV 14,DEMOCRATIC,110
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2315,PHILA WD 23 DIV 15,DEMOCRATIC,45
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2315,PHILA WD 23 DIV 15,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2315,PHILA WD 23 DIV 15,REPUBLICAN,9
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2316,PHILA WD 23 DIV 16,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2316,PHILA WD 23 DIV 16,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2316,PHILA WD 23 DIV 16,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2316,PHILA WD 23 DIV 16,DEMOCRATIC,150
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2317,PHILA WD 23 DIV 17,DEMOCRATIC,119
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2317,PHILA WD 23 DIV 17,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2317,PHILA WD 23 DIV 17,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2318,PHILA WD 23 DIV 18,NEUTRAL,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2318,PHILA WD 23 DIV 18,DEMOCRATIC,140
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2318,PHILA WD 23 DIV 18,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2318,PHILA WD 23 DIV 18,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2318,PHILA WD 23 DIV 18,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2319,PHILA WD 23 DIV 19,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2319,PHILA WD 23 DIV 19,DEMOCRATIC,104
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2320,PHILA WD 23 DIV 20,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2320,PHILA WD 23 DIV 20,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2320,PHILA WD 23 DIV 20,DEMOCRATIC,154
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2321,PHILA WD 23 DIV 21,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2321,PHILA WD 23 DIV 21,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2321,PHILA WD 23 DIV 21,DEMOCRATIC,192
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2322,PHILA WD 23 DIV 22,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2322,PHILA WD 23 DIV 22,REPUBLICAN,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2322,PHILA WD 23 DIV 22,DEMOCRATIC,73
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2323,PHILA WD 23 DIV 23,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2323,PHILA WD 23 DIV 23,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2323,PHILA WD 23 DIV 23,DEMOCRATIC,64
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2401,PHILA WD 24 DIV 01,REPUBLICAN,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2401,PHILA WD 24 DIV 01,DEMOCRATIC,95
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2401,PHILA WD 24 DIV 01,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2402,PHILA WD 24 DIV 02,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2402,PHILA WD 24 DIV 02,DEMOCRATIC,98
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2402,PHILA WD 24 DIV 02,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2402,PHILA WD 24 DIV 02,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2403,PHILA WD 24 DIV 03,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2403,PHILA WD 24 DIV 03,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2403,PHILA WD 24 DIV 03,DEMOCRATIC,162
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2404,PHILA WD 24 DIV 04,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2404,PHILA WD 24 DIV 04,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2404,PHILA WD 24 DIV 04,DEMOCRATIC,114
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2405,PHILA WD 24 DIV 05,DEMOCRATIC,128
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2405,PHILA WD 24 DIV 05,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2405,PHILA WD 24 DIV 05,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2405,PHILA WD 24 DIV 05,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2406,PHILA WD 24 DIV 06,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2406,PHILA WD 24 DIV 06,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2406,PHILA WD 24 DIV 06,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2406,PHILA WD 24 DIV 06,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2406,PHILA WD 24 DIV 06,DEMOCRATIC,260
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2406,PHILA WD 24 DIV 06,NO AFFILIATION,11
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2407,PHILA WD 24 DIV 07,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2407,PHILA WD 24 DIV 07,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2407,PHILA WD 24 DIV 07,DEMOCRATIC,127
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2407,PHILA WD 24 DIV 07,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2408,PHILA WD 24 DIV 08,DEMOCRATIC,106
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2408,PHILA WD 24 DIV 08,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2408,PHILA WD 24 DIV 08,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2409,PHILA WD 24 DIV 09,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2409,PHILA WD 24 DIV 09,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2409,PHILA WD 24 DIV 09,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2409,PHILA WD 24 DIV 09,DEMOCRATIC,105
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2410,PHILA WD 24 DIV 10,DEMOCRATIC,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2410,PHILA WD 24 DIV 10,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2411,PHILA WD 24 DIV 11,AMERICAN INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2411,PHILA WD 24 DIV 11,DEMOCRATIC,101
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2411,PHILA WD 24 DIV 11,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2411,PHILA WD 24 DIV 11,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2412,PHILA WD 24 DIV 12,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2412,PHILA WD 24 DIV 12,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2412,PHILA WD 24 DIV 12,DEMOCRATIC,128
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2413,PHILA WD 24 DIV 13,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2413,PHILA WD 24 DIV 13,DEMOCRATIC,116
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2413,PHILA WD 24 DIV 13,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2414,PHILA WD 24 DIV 14,DEMOCRATIC,135
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2414,PHILA WD 24 DIV 14,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2415,PHILA WD 24 DIV 15,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2415,PHILA WD 24 DIV 15,DEMOCRATIC,83
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2415,PHILA WD 24 DIV 15,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2415,PHILA WD 24 DIV 15,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2416,PHILA WD 24 DIV 16,DEMOCRATIC,77
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2416,PHILA WD 24 DIV 16,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2417,PHILA WD 24 DIV 17,DEMOCRATIC,73
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2417,PHILA WD 24 DIV 17,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2417,PHILA WD 24 DIV 17,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2418,PHILA WD 24 DIV 18,DEMOCRATIC,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2418,PHILA WD 24 DIV 18,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2418,PHILA WD 24 DIV 18,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2418,PHILA WD 24 DIV 18,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2419,PHILA WD 24 DIV 19,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2419,PHILA WD 24 DIV 19,DEMOCRATIC,15
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2419,PHILA WD 24 DIV 19,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2419,PHILA WD 24 DIV 19,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2501,PHILA WD 25 DIV 01,REPUBLICAN,19
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2501,PHILA WD 25 DIV 01,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2501,PHILA WD 25 DIV 01,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2501,PHILA WD 25 DIV 01,DEMOCRATIC,89
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,2502,PHILA WD 25 DIV 02,DEMOCRATIC,47
